Title,Artist,Letter
I'm Partial To Your Abracdabra,Ian Dury & The Blockheads,I
I'm Ready,Muddy Waters,I
I'm So Bored With The U.S.A.,The Clash,I
I'm So Green,Can,I
I'm Still In Love With You,Al Green,I
I'm Stone In Love with You,The Stylistics,I
I'm Straight,The Modern Lovers,I
I'm The Man,Joe Jackson,I
I'm The Only Hell (Mama Ever Raised),Johnny Paycheck,I
I'm Tore Down,Freddie King,I
I'm Your Boogie Man,KC & The Sunshine Band,I
I'm Your Captain,Grand Funk Railroad,I
I've Been Lonely For So Long,Frederick Knight,I
I've Been Working,Van Morrison,I
I've Found Someone Of My Own,Free Movement,I
I've Got A Feeling,The Beatles,I
I've Got Love On My Mind,Natalie Cole,I
I've Got To Use My Imagination,Gladys Knight & the Pips,I
I've Loved These Days,Billy Joel,I
I've Never Found A Girl (Who Loves Me Like You Do),Al Green,I
I've Seen All Good People,Yes,I
"I've Seen That Movie, Too",Elton John,I
Idiot Wind,Bob Dylan,I
If I Can't Have You,Yvonne Elliman,I
If I Don't Sing I'll Cry,Taste (featuring Rory Gallagher),I
If I Ever Lose This Heaven,Average White Band,I
If I Said You Had A Beautiful Body Would You Hold It Against Me?,The Bellamy Brothers,I
If I Were Your Woman,Gladys Knight & the Pips,I
If Not For You,Bob Dylan,I
If Not For You,George Harrison,I
If There Is Something,Roxy Music,I
If Walls Could Talk,Ry Cooder,I
If We Make It Through December,Merle Haggard,I
If You Can't Rock Me,The Rolling Stones,I
If You Could Read My Mind,Gordon Lightfoot,I
If You Don't Know Me By Now,Harold Melvin & The Bluenotes,I
If You Leave Me Now,Chicago,I
If You Really Love Me,Stevie Wonder,I
If You Really Want To Be My Friend,The Rolling Stones,I
If You See Her Say Hello,Bob Dylan,I
If You Want Me To Stay,Sly & The Family Stone,I
If You Want To Get To Heaven,Ozark Mountain Daredevils,I
If You're Ready (Come Go With Me),The Staple Singers,I
If You've Got Love,Dave Mason,I
Iko Iko,Dr. John,I
Illegal Smile,John Prine,I
Imagine,John Lennon,I
Immigrant Song,Led Zeppelin,I
In A Gadda Da Vida / Garden Of Eden,Disco Circus,I
In For The Kill,Budgie,I
In France They Kiss On Main Street,Joni Mitchell,I
In Germany Before The War,Randy Newman,I
In Mazatlan,War,I
In Memory Of Elizabeth Reed,The Allman Brothers,I
In My Hour Of Darkness,Gram Parsons,I
In My Time Of Dying,Led Zeppelin,I
In Tall Buildings,John Hartford,I
In The City,The Eagles,I
In The City,The Jam,I
In The Country,Chicago,I
In the Dead of Night,U.K.,I
In The Evening,Led Zeppelin,I
In The Flesh,Blondie,I
In The Flesh,Pink Floyd,I
In The Gallery,Dire Straits,I
In The Land Of Grey And Pink,Caravan,I
In The Midnight Hour,The Jam,I
In The Mood,Rush,I
In The Rain,The Dramatics,I
In The Street,Big Star,I
In The Summertime,Mungo Jerry,I
In Time,Sly & The Family Stone,I
Incident on 57th St,Bruce Springsteen,I
Indian Reservation (The Lament Of The Cherokee Reservation Indian),Paul Revere & The Raiders,I
Indian Summer,Audience,I
Indiana Wants Me,R. Dean Taylor,I
Inner City Blues,Brian Auger's Oblivion Express,I
Inner City Blues,Marvin Gaye,I
Inner City Blues (Make Me Wanna Holler),Grover Washington Jr.,I
Inseparable,Natalie Cole,I
Inspiration Information,Shuggie Otis,I
Instant Karma!,John Lennon,I
Into The Mystic,Van Morrison,I
Intro/ Sweet Jane,Lou Reed,I
Introduction / Africano Power,Earth Wind & Fire,I
Iron Man,Black Sabbath,I
Is It A Star,Hall & Oates,I
Is It My Name?,Todd Rundgren,I
Is She Really Going Out With Him,Joe Jackson,I
Is There Anybody Out There?,Pink Floyd,I
Is There Anybody Out There?,Pink Floyd,I
Is This Love,Bob Marley & The Wailers,I
Is Your Love In Vain?,Bob Dylan,I
Isis,Bob Dylan,I
Island Girl,Elton John,I
Isn't It A Pity,George Harrison,I
Isn't It Time,The Babys,I
Isn't Life Strange,The Moody Blues,I
Isn't She Lovely,Stevie Wonder,I
Isn't That So?,Jesse Winchester,I
It Ain't Easy,David Bowie,I
It Ain't No Use,The Meters,I
It Ain't What It Seems,Pat Travers,I
It Don't Come Easy,Ringo Starr,I
It Fills You Up,Van Morrison,I
It Happened Today,Curved Air,I
It Isn't Gonna Be That Way,Steve Forbert,I
It Keeps You Runnin',Carly Simon,I
It Keeps You Runnin',The Doobie Brothers,I
It Makes No Difference,The Band,I
It Must Have Been The Roses,Jerry Garcia,I
It Never Rains In Southern California,Albert Hammond,I
It Seems To Hang On,Ashford & Simpson,I
It Takes Two To Tango,Todd Rundgren,I
It Wouldn't Have Made Any Difference,Todd Rundgren,I
It's a Laugh,Hall & Oates,I
It's A Long Way There,Little River Band,I
It's A Long Way To The Top (If You Wanna Rock 'n' Roll),AC/DC,I
It's A New Day,Skull Snaps,I
It's A Shame,The Spinners,I
It's All I Can Do,The Cars,I
It's All Over Now,Rod Stewart,I
It's All Over Now,Ry Cooder,I
It's All Right With Me,Josie & The Pussycats,I
It's Alright,Hound Dog Taylor And The Houserockers,I
It's Different For Girls,Joe Jackson,I
It's Ectasy When You Lay Down Next To Me,Barry White,I
It's Hard To Be A Saint In The City,Bruce Springsteen,I
It's Late,Queen,I
It's Lonely At The Top,Randy Newman,I
It's Money That I Love,Randy Newman,I
It's Only Love,ZZ Top,I
It's Only Rock'n Roll (But I Like It),The Rolling Stones,I
Its Just Begun,Jimmy Castor Bunch,I
Its Up To You,The Moody Blues,I
Izzat Love?,Todd Rundgren,I
