Title,Artist,Year
Friends & Strangers,Ronnie Laws,1977
Funkentelechy,Parliament,1977
Funtime,Iggy Pop,1977
Gamblin' Man,Bonnie Raitt,1977
"Get Down, Make Love",Queen,1977
"Get Down, Make Love",Queen,1977
Get It Right The First Time,Billy Joel,1977
Get Out Of My Life Woman,Mighty Diamonds,1977
Ghost Rider,Suicide,1977
Ghostwriter,Garland Jeffreys,1977
Gimme Gimme Shock Treatment,The Ramones,1977
Gimme The Goods,Boz Scaggs,1977
Give A Little Bit,Supertramp,1977
Go Your Own Way,Fleetwood Mac,1977
God Save The Queen,The Sex Pistols,1977
Godzilla,Blue Oyster Cult,1977
Going For The One,Yes,1977
Gold Dust Woman,Fleetwood Mac,1977
Goodbye Toulouse,The Stranglers,1977
Got To Give It Up,Marvin Gaye,1977
Grandmother's Song,Steve Martin,1977
Green Onions,Roy Buchanan,1977
Gunsmoke,The Outlaws,1977
Hard Times,Boz Scaggs,1977
Hard To Get,The Rubinoos,1977
Heavy Connection,Van Morrison,1977
Here Comes The Weekend,The Jam,1977
Here He Comes,Brian Eno,1977
Heroes,David Bowie,1977
Hey Little Girl,Dead Boys,1977
He's A Whore,Cheap Trick,1977
Hi Roller,Little Feat,1977
Hi Roller,Little Feat,1977
High Tension Wire,Dead Boys,1977
Hold On,Steve Winwood,1977
Holidays In The Sun,Sex Pistols,1977
Hollywood,Boz Scaggs,1977
Home,Karla Bonoff,1977
Home At Last,Steely Dan,1977
Homegrown,Neil Young,1977
Honey Don't Leave L.A.,James Taylor,1977
Honeymoon With B Troop,10cc,1977
Hot Love Cold World,Bob Welch,1977
How Deep Is Your Love,Bee Gees,1977
Humdrum,Peter Gabriel,1977
Hurt By Love,Chris Spedding,1977
Hymn-Song,McCoy Tyner,1977
I Believe In Love,Kenny Loggins,1977
I Came To Dance,Nils Lofgren,1977
I Can't Be Satisfied,Muddy Waters,1977
I Don't Love You Anymore,Teddy Pendergrass,1977
I Don't Want To Know,Fleetwood Mac,1977
I Feel Good,Al Green,1977
I Feel Love,Donna Summer,1977
I Give You Give Blind,Crosby Stills & Nash,1977
I Got A Rocket In My Pocket,NRBQ,1977
I Got The News,Steely Dan,1977
I Just Want To Be Your Everything,Andy Gibb,1977
I Knew The Bride (When She Used To Rock & Roll),Dave Edmunds,1977
I Know A Little,Lynyrd Skynyrd,1977
I Need You (For Someone),The Jam,1977
I Remember You,The Ramones,1977
I Robot,The Alan Parsons Project,1977
I Robot,The Alan Parsons Project,1977
I Wanna Be Loved,The Heartbreakers,1977
I Want To Be Loved,Muddy Waters,1977
I Wouldn't Want To Be Like You,The Alan Parsons Project,1977
If I Can't Have You,Yvonne Elliman,1977
In Germany Before The War,Randy Newman,1977
In The City,The Jam,1977
In The Midnight Hour,The Jam,1977
Isn't It Time,The Babys,1977
Isn't That So?,Jesse Winchester,1977
It Ain't What It Seems,Pat Travers,1977
It Fills You Up,Van Morrison,1977
It's Ectasy When You Lay Down Next To Me,Barry White,1977
It's Late,Queen,1977
I'm In You,Peter Frampton,1977
I'm Not Angry,Elvis Costello,1977
I'm Partial To Your Abracdabra,Ian Dury & The Blockheads,1977
I'm The Only Hell (Mama Ever Raised),Johnny Paycheck,1977
I've Got Love On My Mind,Natalie Cole,1977
Jamming,Bob Marley & The Wailers,1977
Jet Airliner,Steve Miller Band,1977
Jive Talkin',Bee Gees,1977
Joe The Lion,David Bowie,1977
Josie,Steely Dan,1977
Juke Box Music,The Kinks,1977
Just Remember I Love You,Firefall,1977
Killin' Time,Cat Stevens,1977
King's Lead Hat,Brian Eno,1977
Kissin' And A Huggin',Joan Armatrading,1977
Lay Down Sally,Eric Clapton,1977
Less Than Zero,Elvis Costello,1977
"Let It Go, Let It Flow",Dave Mason,1977
Let There Be Rock,AC/DC,1977
Let's Talk About Us,Dave Edmunds,1977
Lights Out,U.F.O.,1977
Like A Hurricane,Neil Young,1977
Little Criminals,Randy Newman,1977
Little Darling (I Need You),The Doobie Brothers,1977
Little Girl,Muddy Waters,1977
Little Queen,Heart,1977
Livin' On The Fault Line,The Doobie Brothers,1977
Lock It In The Pocket,Grover Washington Jr.,1977
London Girl,The Jam,1977
"Long, Long Way From Home",Foreigner,1977
Love In Action,Utopia,1977
Love Is The Answer,Utopia,1977
Love Is Thicker Than Water,Andy Gibb,1977
Lovely Day,Bill Withers,1977
Lust For Life,Iggy Pop,1977
Mannish Boy,Muddy Waters,1977
Margaritaville,Jimmy Buffett,1977
Marquee Moon,Television,1977
Mary Lou,John Cale,1977
Mary Of The 4th Form,The Boomtown Rats,1977
Master Of The Universe,Hawkwind,1977
May You Never,Eric Clapton,1977
Mean Old Frisco,Eric Clapton,1977
Memories,Leonard Cohen,1977
Memphis,John Cale,1977
Miss America,Styx,1977
"Mixed Up, Shook Up Girl",Mink DeVille,1977
Moody Blue,Elvis Presley,1977
Moonshine,Dennis Wilson,1977
More Than A Woman,Bee Gees,1977
Movin' Out (Anthony's Song),Billy Joel,1977
Mr. Blue Sky,Electric Light Orchestra,1977
My Baby Gives It Away,Pete Townshend & Ronnie Lane,1977
My Old Man,Ian Dury & The Blockheads,1977
Mystery Dance,Elvis Costello,1977
Natural Mystic,Bob Marley & The Wailers,1977
Neat Neat Neat,The Damned,1977
Neon Heart,The Boomtown Rats,1977
Never Going Back Again,Fleetwood Mac,1977
New Delhi Freight Train,Little Feat,1977
New Feeling,Talking Heads,1977
New Pleasure,Richard Hell & The Voidoids,1977
New Rose,The Damned,1977
Next Time You See Her,Eric Clapton,1977
Night Fever,Bee Gees,1977
Nightclubbing,Iggy Pop,1977
Nightclubbing,Iggy Pop,1977
No More Heroes,The Stranglers,1977
No More Heroes,The Stranglers,1977
Nothing But Time,Jackson Browne,1977
Nothing But Time,Jackson Browne,1977
Nothin' But A Heartache,The Doobie Brothers,1977
O-h-i-o,Ohio Players,1977
Off Night Backstreet,Joni Mitchell,1977
Oh Daddy,Fleetwood Mac,1977
Old Folks Boogie,Little Feat,1977
Old Judge Jones,Les Dudek,1977
On The Air,Peter Gabriel,1977
One Love / People Get Ready,Bob Marley & The Wailers,1977
One More Time,Lynyrd Skynyrd,1977
One Way Love,The Damned,1977
Only The Good Die Young,Billy Joel,1977
Open Up,Edgar Winter's White Trash,1977
Our Love,Natalie Cole,1977
P.F. Sloan,Jimmy Webb,1977
Paradise By The Dashboard Light,Meatloaf,1977
Party Time,The Heptones,1977
Pay It Back,Elvis Costello,1977
Peaches,The Stranglers,1977
Peg,Steely Dan,1977
Pigs (Three Different Ones),Pink Floyd,1977
"Pigs On The Wing, Part 1",Pink Floyd,1977
"Pigs On The Wing, Part 2",Pink Floyd,1977
Pinhead,The Ramones,1977
Point Of Know Return,Kansas,1977
Police And Thieves,Junior Murvin,1977
Poor Poor Pitiful Me,Linda Ronstadt,1977
Pretty Vacant,Sex Pistols,1977
Problem Child,The Damned,1977
Problems,Sex Pistols,1977
Prove It,Television,1977
Psycho Killer,Talking Heads,1977
Pulled Up,Talking Heads,1977
Punky Reggae Party,Bob Marley & The Wailers,1977
Reach For It,George Duke,1977
Red Streamliner,Little Feat,1977
Reuters,Wire,1977
Rigor Mortis,Cameo,1977
Rockaway Beach,The Ramones,1977
Rocket In My Pocket,Little Feat,1977
Rosie,Jackson Browne,1977
Running On Empty,Jackson Browne,1977
Saddle Up The Palomino,Neil Young,1977
Scenes From An Italian Restaurant,Billy Joel,1977
Second Hand News,Fleetwood Mac,1977
Secret O'Life,James Taylor,1977
See No Evil,Television,1977
See The Changes,Crosby Stills & Nash,1977
Sentimental Lady,Bob Welch,1977
Seventeen,The Sex Pistols,1977
Shadow Captain,Crosby Stills & Nash,1977
Sheena Is A Punk Rocker,The Ramones,1977
Sheep,Pink Floyd,1977
Sheep,Pink Floyd,1977
Sheer Heart Attack,Queen,1977
She's Not There,Santana,1977
She's So Yough,Mink DeVille,1977
Short People,Randy Newman,1977
Show Some Emotion,Joan Armatrading,1977
Sigmund Freud's Impersonation Of Albert Einstein In America,Randy Newman,1977
Sip The Wine,Rick Danko,1977
Sister Midnight,Iggy Pop,1977
Sky High Percentage,Budgie,1977
Sleeping On The Sidewalk,Queen,1977
Sneaky Feelings,Elvis Costello,1977
So High (Rock Me Baby And Roll Me Away),Dave Mason,1977
So Much Things To Say,Bob Marley & The Wailers,1977
Solsbury Hill,Peter Gabriel,1977
Some Weird Sin,Iggy Pop,1977
Somebody,Geils,1977
Someone To Lay Down Beside Me,Karla Bonoff,1977
Something Better Change,The Stranglers,1977
Songbird,Fleetwood Mac,1977
Sonic Reducer,Dead Boys,1977
Sons Of The Silent Age,David Bowie,1977
Sound And Vision,David Bowie,1977
Southern Girls,Cheap Trick,1977
Southern Nights,Glen Campbell,1977
Spaceship Superstar,Prism,1977
Spaceship Superstar,Prism,1977
Speakeasy,Pat Travers,1977
Standards,The Jam,1977
Star of Bethlehem,Neil Young,1977
Star Wars Theme,Meco,1977
Starrider,Foreigner,1977
Stayin' Alive,Bee Gees,1977
Stepping Razor,Peter Tosh,1977
Stick To Me,Graham Parker & The Rumor,1977
Still Falling For You,Boz Scaggs,1977
Still In School,NRBQ,1977
Strawberry Letter 23,Brothers Johnson,1977
Sub-mission,The Sex Pistols,1977
Subterraneans,David Bowie,1977
Sugar Mountain,Neil Young,1977
Sweet Talkin' Woman,Electric Light Orchestra,1977
Talk To Me,Joni Mitchell,1977
Teenage Lobotomy,The Ramones,1977
Texas Girl At The Funeral Of Her Father,Randy Newman,1977
That Smell,Lynyrd Skynyrd,1977
That's Your Secret,Sea Level,1977
The Blues Had A Baby And Called It Rock And Roll,Muddy Waters,1977
The Book I Read,Talking Heads,1977
The Chain,Fleetwood Mac,1977
The Closer I Get To You,Donny Hathaway & Roberta Flack,1977
The Core,Eric Clapton,1977
The Groove Line,Heatwave,1977
The Load Out / Stay,Jackson Browne,1977
The Martyr,Utopia,1977
The Name Of The Game,Abba,1977
The Old Country Waltz,Neil Young,1977
The Passenger,Iggy Pop,1977
The Pride,The Isley Brothers,1977
The Road,Jackson Browne,1977
The Secret Life Of Arabia,David Bowie,1977
The Stake,Steve Miller Band,1977
The Stranger,Billy Joel,1977
The Things We Do For Love,10cc,1977
The Voice,The Alan Parsons Project,1977
The Whistler,Jethro Tull,1977
There's A Light,The Doobie Brothers,1977
Three Little Birds,Bob Marley & The Wailers,1977
Thunder And Rain,Graham Parker,1977
Time Is Running Out,Steve Winwood,1977
Time Loves A Hero,Little Feat,1977
Traffic Jam,James Taylor,1977
Trans-Europe Express,Kraftwerk,1977
True Fine Love,Steve Miller Band,1977
True Loves Leaves No Traces,Leonard Cohen,1977
Tumbling Dice,Linda Ronstadt,1977
Turn To Stone,Electric Light Orchestra,1977
Turn Your Lights Down Low,Bob Marley & The Wailers,1977
Two Out Of Three Ain't Bad,Meatloaf,1977
Two Sevens Clash,Culture,1977
Two Tickets To Paradise,Eddie Money,1977
Uh-oh Love Comes To Town,Talking Heads,1977
Undercover Angel,Alan O'Day,1977
Velvet Green,Jethro Tull,1977
Venus,Television,1977
Venus,Television,1977
Waiting In Vain,Bob Marley & The Wailers,1977
Watching The Detectives,Elvis Costello,1977
We Just Disagree,Dave Mason,1977
We Will Rock You / We Are The Champions,Queen,1977
Weeping Wall,David Bowie,1977
Welcome To The Working Week,Elvis Costello,1977
We're A Happy Family,The Ramones,1977
We're All The Way,Eric Clapton,1977
We're Waiting,Boz Scaggs,1977
What A Town,Rick Danko,1977
