Title,Artist,Year
Danny's All-Star Joint,Rickie Lee Jones,1979
Death Disco,Public Image Ltd.,1979
Death or Glory,The Clash,1979
Dirty Water,The Inmates,1979
Discovering Japan,Graham Parker,1979
Disorder,Joy Division,1979
Do That To Me One More Time,Captain & Tennille,1979
Don't Bring Me Down,Electric Light Orchestra,1979
Don't Do Me Like That,Tom Petty & The Heartbreakers,1979
Don't Hold Back,The Alan Parsons Project,1979
Don't Mess Up A Good Thing,Ry Cooder,1979
Don't Stop 'til You Get Enough,Michael Jackson,1979
Don't Wait Up For Me,The Beat,1979
Down In The Park,Gary Numan & Tubeway Army,1979
Down The Road,Little Feat,1979
Downtown,B-52's,1979
Dream Baby Dream,Suicide,1979
Dreaming,Blondie,1979
Easy Money,Lowell George,1979
Eat to the Beat,Blondie,1979
Escape (The Pina Colada Song),Rupert Holmes,1979
Even The Losers,Tom Petty & The Heartbreakers,1979
Everybody's Happy Nowadays,The Buzzcocks,1979
Face The Fire,Dan Fogelberg,1979
Fairytale In The Supermarket,The Raincoats,1979
Fantastic Man,William Onyeabor,1979
Feats Don't Fail Me Now,Little Feat,1979
Fins,Jimmy Buffett,1979
Fool In The Rain,Led Zeppelin,1979
Fools In Love,Joe Jackson,1979
Frederick,Patti Smith,1979
Frightened,The Fall,1979
Frustrated,The Knack,1979
Full Force Gale,Van Morrison,1979
Full Moon Turn My Head Around,Off Broadway,1979
Funkytown,"Lipps, Inc.",1979
Get Used To It,Roger Voudouris,1979
Girl Of My Dreams,Bram Tchaikovsky,1979
Girls Talk,Dave Edmunds,1979
Gold,John Stewart,1979
Gone Gone Gone,Bad Company,1979
Gonna Change My Way Of Thinking,Bob Dylan,1979
Good Girls Don't,The Knack,1979
Good Times,Chic,1979
Goodbye Girl,Squeeze,1979
Goodbye Stranger,Supertramp,1979
Goon Squad,Elvis Costello,1979
Got The Time,Joe Jackson,1979
Gotta Serve Somebody,Bob Dylan,1979
Hammond Song,The Roches,1979
Hateful,The Clash,1979
Heart Hotels,Dan Fogelberg,1979
Heartache Tonight,The Eagles,1979
Heat Wave,The Jam,1979
Heaven,Talking Heads,1979
Helicopter,XTC,1979
Hell's Bells,Bill Bruford,1979
Here Comes My Girl,Tom Petty & The Heartbreakers,1979
"Hey Hey, My My (Into the Black)",Neil Young,1979
Hey You,Pink Floyd,1979
He's The Greatest Dancer,Sister Sledge,1979
Highway Song,Blackfoot,1979
Highway To Hell,AC/DC,1979
Hit Me With Your Rhythm Stick,Ian Dury & The Blockheads,1979
Hold On,Ian Gomm,1979
Hot Dog,Led Zeppelin,1979
Hot Stuff,Donna Summer,1979
Hot Summer Nights,Night,1979
I Believe In You,Bob Dylan,1979
I Can't Stand It No More,Peter Frampton,1979
I Can't Tell You Why,The Eagles,1979
I Do The Rock,Tim Curry,1979
I Don't Like Mondays,The Boomtown Rats,1979
I Fought The Law,The Clash,1979
I Found That Essence Rare,Gang Of Four,1979
I Heard It Through The Grapevine,The Slits,1979
I Just Can't Be Happy Today,The Damned,1979
I Just Want To Be,Cameo,1979
I Like to Rock,April Wine,1979
I Need A Million,The Laughing Dogs,1979
I Should Have Known Better,Wire,1979
I Thank You,Bonnie Raitt,1979
I Thank You,ZZ Top,1979
I Wanna Be With You,The Isley Brothers,1979
I Wanna Be Your Lover,Prince,1979
I Want You Around,The Ramones,1979
I Was Made For Lovin' You,Kiss,1979
I Zimbra,Talking Heads,1979
If I Said You Had A Beautiful Body Would You Hold It Against Me?,The Bellamy Brothers,1979
In The City,The Eagles,1979
In The Evening,Led Zeppelin,1979
In The Flesh,Pink Floyd,1979
Is She Really Going Out With Him,Joe Jackson,1979
Is There Anybody Out There?,Pink Floyd,1979
It's All I Can Do,The Cars,1979
It's Different For Girls,Joe Jackson,1979
It's Money That I Love,Randy Newman,1979
I'm A Believer,Tin Huey,1979
"I'm Bad, I'm Nationwide",ZZ Top,1979
I'm Bored,Iggy Pop,1979
I'm Not Down,The Clash,1979
I'm So Bored With The U.S.A.,The Clash,1979
I'm The Man,Joe Jackson,1979
Jimmy Jazz,The Clash,1979
Joe's Garage,Frank Zappa,1979
"John, I'm Only Dancing",David Bowie,1979
Jumping Someone Else's Train,The Cure,1979
Just Ain't Easy,The Allman Brothers,1979
Just Another Night,Ian Hunter,1979
Keep The Fire,Kenny Loggins,1979
Koka Kola,The Clash,1979
Ladies' Night,Kool & The Gang,1979
Lady Writer,Dire Straits,1979
Leather Jacket,Mick Taylor,1979
Let Me Out,The Knack,1979
Let's Go,The Cars,1979
Life Begins At The Hop,XTC,1979
Life During Wartime,Talking Heads,1979
Little Sister,Ry Cooder,1979
Local Girls,Graham Parker,1979
Lola,The Raincoats,1979
London Calling,The Clash,1979
Long Live Rock,The Who,1979
Look Back In Anger,David Bowie,1979
Look Sharp,Joe Jackson,1979
Lost In The Supermarket,The Clash,1979
Louie Louie,Motorhead,1979
Louisiana Rain,Tom Petty & The Heartbreakers,1979
Love Is The Answer,England Dan & John Ford Coley,1979
Love Reign O'er Me,The Who,1979
Love So Tough,Iron City Houserockers,1979
Love You Inside Out,Bee Gees,1979
Lover's Rock,The Clash,1979
Low Budget,The Kinks,1979
Lunch Hour,Rupert Holmes,1979
Make Me Down A Pallet On Your Floor,Lucinda Williams,1979
Making Plans For Nigel,XTC,1979
Man Gave Names To All The Animals,Bob Dylan,1979
Manic Mechanic,ZZ Top,1979
Map Ref. 41 Degrees N 93 Degrees W,Wire,1979
Melody,David Johansen,1979
Mercenaries (Ready For War),John Cale,1979
Mercury Poisoning,Graham Parker,1979
Message In A Bottle,The Police,1979
Metal,Gary Numan,1979
Money (That's What I Want),The Flying Lizards,1979
Money In My Pocket,Dennis Brown,1979
Moods For Moderns,Elvis Costello,1979
Mr. Unreliable,The Inmates,1979
My Rival,Alex Chilton,1979
My Sharona,The Knack,1979
My Way,Sid Vicious,1979
Natural's Not In It,Gang Of Four,1979
Nervous Breakdown,Black Flag,1979
New Values,Iggy Pop,1979
Nights In White Satin,The Dickies,1979
Nite Club,The Specials,1979
No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1979
Nobody Hurts You,Graham Parker,1979
Not Great Men,Gang Of Four,1979
Not That Funny,Fleetwood Mac,1979
Off The Wall,Michael Jackson,1979
Oh Atlanta,Little Feat,1979
Oliver's Army,Elvis Costello & The Attractions,1979
On My Radio,The Selecter,1979
On Saturday Afternoons In 1963,Rickie Lee Jones,1979
On Your Radio,Joe Jackson,1979
Once Upon A Time In The West,Dire Straits,1979
One Last Night,The Atlantics,1979
One More Time,Joe Jackson,1979
Over And Over,Fleetwood Mac,1979
Passing Lane,The Charlie Daniels Band,1979
Passion Is No Ordinary Word,Graham Parker,1979
People Of The South Wind,Kansas,1979
Planet Claire,B-52's,1979
Please Don't Go,KC & The Sunshine Band,1979
Plutonium Is Forever,John Hall,1979
Police & Thieves,The Clash,1979
Poptones,Public Image Ltd.,1979
Power,The Doobie Brothers,1979
Precious Angel,Bob Dylan,1979
Public Image,Public Image Ltd.,1979
Queen Of Hearts,Dave Edmunds,1979
Ramblin' On My Mind,Lucinda Williams,1979
Ramones Medley,The Ramones,1979
Refugee,Tom Petty & The Heartbreakers,1979
Return The Gift,Gang Of Four,1979
Rev On The Red Line,Foreigner,1979
Revolution Rock,The Clash,1979
Ring My Bell,Anita Ward,1979
Rock And Roll Doctor,Little Feat,1979
Rock And Roll High School,The Ramones,1979
Rock Lobster,B-52's,1979
Rock Music,Jefferson Starship,1979
Rockestra Theme,Paul McCartney & Wings,1979
"Rudy, A Message To You",The Specials,1979
Run And Hide,Blackfoot,1979
Run Like Hell,Pink Floyd,1979
Sail On,The Commodores,1979
Sara,Fleetwood Mac,1979
Saturday Nite Is Dead,Graham Parker,1979
Saturday's Kids,The Jam,1979
Secret Agent Man,Devo,1979
Sensitive Kind,J. J. Cale,1979
Shadow Of A Doubt,Tom Petty & The Heartbreakers,1979
Shadows In The Moonlight,Anne Murray,1979
She Loves My Automobile,ZZ Top,1979
She's Lost Control,Joy Division,1979
Sisters Of The Moon,Fleetwood Mac,1979
Skin It Back,Little Feat,1979
Slow Train Coming,Bob Dylan,1979
Smart Patrol/Mr. DNA,Devo,1979
Somebody Get Me A Doctor,Van Halen,1979
Something Else,Sid Vicious,1979
Spanish Bombs,The Clash,1979
Spanish Moon,Little Feat,1979
Spooky,Atlanta Rhythm Section,1979
Standin' In My Light,Ian Hunter,1979
Stay In Time,Off Broadway,1979
Still,The Commodores,1979
Sunday Papers,Joe Jackson,1979
Suspect Device,Stiff Little Fingers,1979
Switchboard Susan,Nick Lowe,1979
Take Me To Your Leader,The Sinceros,1979
Take The Long Way Home,Supertramp,1979
Tell Me a Story,Iggy Pop,1979
That's All For Everyone,Fleetwood Mac,1979
The Bed's Too Big Without You,The Police,1979
The Card Cheat,The Clash,1979
The Day My Baby Gave Me A Surprize,Devo,1979
The Disco Strangler,The Eagles,1979
The Guns Of Brixton,The Clash,1979
The Happiest Days Of Our Lives/Another Brick In The Wall (Part 2),Pink Floyd,1979
The Logical Song,Supertramp,1979
The Modern Day,Foreigner,1979
The Number One Song In Heaven,Sparks,1979
The Punk Meets The Godfather,The Who,1979
The Real Me,The Who,1979
The Right Profile,The Clash,1979
The Second Time Around,Shalamar,1979
The Shape Of Things To Come,The Headboys,1979
The Thin Ice,Pink Floyd,1979
Think About Me,Fleetwood Mac,1979
This Is It,Kenny Loggins,1979
Too Hot,The Specials,1979
Too Much Heaven,Bee Gees,1979
Tragedy,Bee Gees,1979
Train In Vain,The Clash,1979
Try It One More Time,The Allman Brothers,1979
Turn Off The Lights,Teddy Pendergrass,1979
Tusk,Fleetwood Mac,1979
TV Is King,The Tubes,1979
Typical Girls,The Slits,1979
Up The Junction,Squeeze,1979
Video Killed The Radio Star,The Buggles,1979
Waiting For The UFO's,Graham Parker,1979
Walking On The Moon,The Police,1979
Wasted,Black Flag,1979
We Are Family,Sister Sledge,1979
We Live For Love,Pat Benatar,1979
What Are You Doin' In My Life?,Tom Petty & The Heartbreakers,1979
What Makes You Think You're The One,Fleetwood Mac,1979
When The Daylight Comes,Ian Hunter,1979
Where's Captain Kirk?,Spizzenergi,1979
White Riot,The Clash,1979
Workin' Day and Night,Michael Jackson,1979
Wrong 'Em Boyo,The Clash,1979
You Can't Change That,Raydio,1979
You Lie Down With Dogs,The Alan Parsons Project,1979
You Really Rock Me,Nick Gilder,1979
You Tell Me,Tom Petty & The Heartbreakers,1979
Your Love Is Stranger Than Mine,Camel,1979
Your Love Is Stranger Than Mine,Camel,1979
You're Only Lonely,J.D. Souther,1979
Zimbabwe,Bob Marley & The Wailers,1979
