Artist,Title
Elvin Bishop,Struttin' My Stuff
Nathaniel Rateliff & The Night Sweats,I Need Never Get Old
The Pretenders,Holy Commotion
Bon Iver,"33 ""GOD"""
Rusted Root,Send Me On My Way
The Black Crowes,Descending
Valerie June,Astral Plane
Bill Withers,Grandma's Hands
Ray Lamontagne,Trouble
Rachael Yamagata,Over
Norah Jones,Thinking About You
Radiohead,Thinking About You
Sting,I Can't Stop Thinking About You
The Shins,Dead Alive
The Smiths,There Is A Light That Never Goes Out
Peter Paul & Mary,Leaving On A Jet Plane
Van Morrison,Too Late
Steve Earle,Guitar Town
Mondo Cozmo,Shine
Amos Lee,Running Out Of Time
Elton John,Take Me To The Pilot
They Might Be Giants,Birdhouse In Your Soul
Band Of Horses,Casual Party
The Growlers,I'll Be Around
Seu Jorge,Rebel Rebel
Brent Cobb,Solving Problems
Maggie Rogers,Alaska
Gloria Gaynor,I Will Survive
Lydia Loveless,Longer
The Rolling Stones,Hate To See You Go
Hamilton Leithauser + Rostam,A 1000 Times
Hope Sandoval & The Warm Inventions,Let Me Get There (feat. Kurt Vile)
Carsie Blanton,Ravenous
Kyle Craft,Eye Of A Hurricane
Cowboy Mouth,Jenny Says
R. L. Burnside,Bad Luck City (edit)
Rag 'N' Bone Man,Human
Paul Simon,Graceland
Middle Kids,Your Love
Nick Waterhouse,Katchi
The Temptations,"Runaway Child, Running Wild"
The National,Lit Up
Kings Of Leon,Waste A Moment
Led Zeppelin,Dancing Days
Nik Greeley & The Operators,Stars
Young Gun Silver Fox,You Can Feel It
Melody Gardot,Who Will Comfort Me
Bonnie Raitt,Gypsy In Me
Bob Weir,Only A River
The Specials,Enjoy Yourself
The Frightnrs,Nothing More To Say
Jim James,Here In Spirit
Kate Bush,Running Up That Hill
The Kinks,Destroyer
Beach Slang,Spin The Dial
Lord Huron,Fool For Love
The Cure,Pictures Of You
Frank Ocean,Pink + White
Buena Vista Social Club,Dos Gardenias
The Polyphonic Spree,Light And Day/reach For The Sun
Joseph,SOS (Overboard)
Rickie Lee Jones,It Must Be Love
Robin Trower,Day Of The Eagle
Amanda Shires,When You're Gone
Dixie Chicks,Landslide
Robert Randolph & The Family Band,Soul Refreshing
Drive-By Truckers,What It Means
The Avett Brothers,Ain't No Man
Matthew Sweet,Girlfriend
Humble Pie,Shine On
Darlingside,1979
The Fixx,One Thing Leads To Another
The Staple Singers,If You're Ready (Come Go With Me)
Fly Golden Eagle,Tangible Intangible
Graham Parker,Discovering Japan
'Til Tuesday,Voices Carry
Lou Reed,Perfect Day
Rosanne Cash,Black Cadillac
Kyle Craft,Eye Of A Hurricane
Beirut,No No No
Richard Thompson,When The Spell Is Broken
The Beatles,What Goes On
The Mavericks,Dance The Night Away
Parquet Courts,Berlin Got Blurry
Tedeschi Trucks Band,Don't Know What It Means
The Lion's Paw,Love
Edgar Winter,Keep Playin That Rock N Roll
John Mayer,Waiting On The World To Change
Leonard Cohen,You Want It Darker
Hiss Golden Messenger,Biloxi
Steve Winwood,Higher Love
Tim Curry,I Do The Rock
Love And Rockets,So Alive
David Lindley,Pay The Man
Michael Kiwanuka,Love & Hate
Michael Kiwanuka,Love & Hate
K. T. Tunstall,Hold On
The Pogues,Honky Tonk Woman
Doyle Bramhall II,Mama Can't Help You
Lissie,Little Lovin'
Sarah McLachlan,Sweet Surrender
Elvis Costello,Alison
Loamlands,Little River
Colvin & Earle,You're Right (I'm Wrong)
The Plimsouls,A Million Miles Away
John Hiatt,Perfectly Good Guitar
Jefferson Airplane,Embryonic Journey
Dawg Yawp,Lost At Sea
The Heptones,Book Of Rules
Rhett Miller,Our Love
Phish,Breath and Burning
American Dinosaur,Sweepstakes
Talking Heads,Road to Nowhere
Whitney,No Matter Where We Go
Foxygen,Follow The Leader
Tyrone Davis,Turn Back The Hands Of Time
Son Volt,Driving The View
Dawes,Roll With The Punches
The Pixies,Where Is My Mind?
Fujiya & Miyagi,Outstripping (The Speed Of Light)
Jesse Winchester,Rhumba Man
Sylvan Esso,Radio
Lyle Lovett,That's Right (you're Not From Texas)
Balance and Composure,Call It Losing Touch
Mountain,Never In My Life
Johnny Nash,I Can See Clearly Now
Red Hot Chili Peppers,Go Robot
The Pretenders,Holy Commotion
Nirvana,Lake Of Fire
Tracy Chapman,She's Got Her Ticket
The Marcus King Band,Ain't Nothing Wrong With That
Matisyahu,King Without A Crown
Big Brother & The Holding Company,Piece Of My Heart
Natalie MacMaster,Matt & Nat's
