Artist,Title
Mark Ronson,Stop Me
Gary Lewis & The Playboys,This Diamond Ring
Broncho,Wanna
The Walkmen,Heaven
Django Django,Default
Eddie Floyd,Knock On Wood
Joy Division,Love Will Tear Us Apart
The Avett Brothers,"Head Full of Doubt, Road Full of Promise"
Levon Helm,When I Go Away
Au Pairs,Come Again
A Band Of Bees,A Minha Menina
Savoy Motel,Sorry People
Pat Metheny & David Bowie,This Is Not America
Todd Rundgren,Love Of The Common Man
The Smiths,There Is A Light That Never Goes Out
Neil Young,Peace Trail
Fleetwood Mac,Oh Well
The Shins,Dead Alive
The Spinto Band,Oh Mandy
Talking Heads,The Great Curve
LCD Soundsystem,Someone Great
Red Hot Chili Peppers,Go Robot
Bruce Springsteen,Something In The Night
Sampha,Timmy's Prayer
U2,Bullet The Blue Sky
The Head And The Heart,Rhythm & Blues
Mondo Cozmo,Shine
The Impressions,We're A Winner
Solange,Cranes In The Sky
De La Soul,Say No Go
Hall & Oates,I Can't Go For That
The xx,On Hold
Elvis Presley,Rubberneckin'
Iggy Pop,Lust For Life
Lotus,Eats The Light
Genesis,Abacab
Death Cab For Cutie,Cath...
Jim James,Here In Spirit
Hozier,Take Me To Church
Rag 'N' Bone Man,Human
Ray Charles,What'd I Say (Parts 1 & 2)
Les McCann & Eddie Harris,Compared To What
Norah Jones,Flipside
Charles Bradley,Ain't It A Sin
The Dells,There Is
The Buzzcocks,Ever Fallen In Love?
The Replacements,Bastards Of Young
Foxygen,Follow The Leader
Electric Light Orchestra,Showdown
XTC,Earn Enough For Us
The Blue Nile,Tinseltown In The Rain
Jefferson Starship,Have You Seen The Stars Tonight
Valerie June,Astral Plane
The Doobie Brothers,Losin' End
The Frightnrs,Nothing More To Say
Lo Moon,Loveless
Radiohead,All I Need
Leonard Cohen,Everybody Knows
Leonard Cohen,Suzanne
Dawes,Roll With The Punches
Dawes,Roll With The Punches
The Temptations,Just My Imagination (Running Away With Me)
Michael Kiwanuka,Love & Hate
Bob Anderson,The Wreck Of The Edmund Fitzgerald
Walter Hyatt,In November
Leonard Cohen,"Hey, That's No Way To Say Goodbye"
Neil Young,I Am A Child
Joni Mitchell,Taming The Tiger
Leonard Cohen,Tacoma Trailer
Casey Neill,King Neptune
David Crosby,Paint You A Picture
Ann Sweeten,November Firelight
Nick Cave & The Bad Seeds,Distant Sky
Emmylou Harris,Bang The Drum Slowly
Kristen Miller,November
Paul Kelly & Charlie Owen,Let It Be
Kevin Hearn & Thin Buckle,Reeling
Acoustic Eidolon,November Woods
Leo Kottke,Wonderland By Night
John Prine with Kathy Mattea,Dreaming My Dreams
Neil Young,Wrecking Ball
Leonard Cohen,Joan Of Arc
Joni Mitchell,The Silky Veils Of Ardor
For Wishes,Under The Milky Way
Tom Ball,One November Day
The Postmarks,Winter Spring Summer Fall
Gordon Bok,A Tune For November
Shuggie Otis & Mark Lotito,Novemberin'
Alison Kraus,Till I Gain Control Again
Sean Tyrrell,November Rain
William Linton,November Rain
Tony Bennett,Maybe September
Neil Young & The Bluenotes,Coup De Ville
Joni Mitchell,Urge For Going
Leonard Cohen,Sisters Of Mercy
Meg Braun,Sweet Dreams For You
Gwen Hughes,Olive Tree
Nico Yaryan,Infinity
Maia Vidal,Infinity
Lori Carson,I'm the One Who Runs
Liz Carroll,A Day and An Age
The Alonzo Spirit Band,Noon Day Sun
Dennid Caraher,The Kingdom of Summer
David Darling,In November
Wendy Webb,It's October Again
Neil Young,Round  and  Round
Joni Mitchell,Morning Morgantown
Leonard Cohen,Love Calls You by Your Name
Jeanne Jolly,Circles in the Sky
Wynton Marsalis,Reflections
Ian McGlynn,The Tick of Time
Ben Arnold,Suckin' Honey
Chuck Berry,Havana Moon
Joni Mitchell,Last Chance Lost
The Monkees,Porpoise Song
Chris Stamey,Kierkegaard
Scott Walker,Cossacks Are
Robert Wyatt,Biko
Allen Toussaint,Yes We Can Can
Digable Planets,Rebirth Of Slick (cool Like Dat)
The Specials,Enjoy Yourself
Elvis Presley & JXL,A Little Less Conversation (radio Edit Remix)
Sid Vicious,Something Else
Zager & Evans,In The Year 2525 (Exordium & Terminus)
The Stranglers,Golden Brown
David Gray,Coming Down
Tom Waits,Gun Street Girl
Psychedelic Furs,India
Lou Reed,A Gift
The Velvet Underground,The Gift
Pink Floyd,Astronomy Domine
Robyn Hitchcock & The Egyptians,Globe Of Frogs
Neil Young,Johnny Magic
Eric Burdon & War,Magic Mountain
Ian Hunter,Bastard
Leroy Foster,Call My Job
Todd Snider,Looking For A Job
Drive-By Truckers,Working This Job
Richard Burton,A Married Man
Nick Cave & The Bad Seeds,Red Right Hand
Bob Dylan,"Going, Going, Gone"
Mos Def,Black Jack
Black Sabbath,The Thrill Of It All
Cheech & Chong,The Strawberry Revival Festival
House Of Pain,Top o' The Morning To Ya
The Avalanches,Frankie Sinatra
The Meters,It Ain't No Use
Art Pepper,Surf Ride
Wishbone Ash,Persephone
The Hiders,Persephone
Ennio Morricone,"The Good, The Bad, And The Ugly"
Holy F***,House Of Glass
Return To Forever,Majestic Dance
Frank Zappa,Joe's Garage
The Clash,The Magnificent Dance
Os Mutantes,Bat Macumba
The Gun Club,Stranger In Our Town
Uncle Tupelo,The Long Cut
The Rolling Stones,Sway
Morphine,"Top Floor, Bottom Buzzer"
Chet Baker,Let's Get Lost
Beck,Nitemare Hippy Girl
Leo Kottke,The Other Day (Near Santa Cruz)
Drink Me,Grant's Tomb
Johnny Cash,Long Black Veil
The Libertines U.S.,Bad Memories Burn
The Dream Syndicate,Then She Remembers
French Style Furs,(World In My) Bloodstream
Clock DVA,Breakdown
Yes,Going For The One
St. Vincent,Digital Witness
Fellow Travellers,G.T.O
Fela Kuti,Water No Get No Enemy (edit)
Ariel Pink's Haunted Graffiti,Butt-House Blondies
Squirrel Bait,Sun God
The Feelies,Away
The Feelies,Away
The xx,On Hold
Superchunk,FOH
Japandroids,Near to the Wild Heart of Life
LVL UP,The Closing Door
Girls,Hellhole Ratrace
EZTV,High Flying Faith
The Lemonheads,It's A Shame About Ray
Sad13,Tell U What
Sad13,Devil In U
Suburban Living,Once/Twice
Shopping,Straight Lines
Flasher,Erase Myself
Primal Scream,Keep Your Dreams
Jagwar Ma,Loose Ends
