Artist,Title
US Marine Band,Armed Forces Medley
Jimi Hendrix,Star Spangled Banner
Leonard Cohen,Anthem
Lydia Loveless,Longer
Anderson East,Satisfy Me
Brent Cobb,Solving Problems
The Cowsills,Indian Lake
Mudcrutch,Trailer
Marshall Crenshaw,"Someday, Someway"
XTC,Dear God
Leonard Cohen,Famous Blue Raincoat
The Frightnrs,Nothing More To Say
Norah Jones,Flipside
The Flaming Lips,The Castle
Wilco,Handshake Drugs
Leonard Cohen,Hallelujah
Kirsty MacColl,Walking Down Madison
Rag 'N' Bone Man,Human
Kings Of Leon,Waste A Moment
Barns Courtney,Fire
Fitz & The Tantrums,MoneyGrabber
Leonard Cohen,You Want It Darker
Sting,"50,000"
Sting,I Can't Stop Thinking About You
Fujiya & Miyagi,Outstripping (The Speed Of Light)
Devo,Beautiful World
Tones On Tail,Go!
The Avett Brothers,Ain't No Man
Leonard Cohen,Suzanne
Garbage,Special
The Pretenders,Holy Commotion
Solange,Cranes In The Sky
David Gray,Sail Away
The Beatles,In My Life
Drive-By Truckers,What It Means
The Menzingers,Lookers
Psychedelic Furs,Into You Like A Train
The Golden Palominos,Boy (go)
Jim James,Here In Spirit
Phoenix,Everything Is Everything
Mark Ronson,Stop Me
The Head And The Heart,Rhythm & Blues
The Wallflowers,6th Avenue Heartache
Fleet Foxes,Helplessness Blues
Valerie June,Astral Plane
Amos Lee,Vaporize
Elton John,Tiny Dancer
Sylvan Esso,Radio
James Hunter,Don't Come Back
The Temptations,Ball Of Confusion
Joseph,SOS (Overboard)
The Hollies,Stop! Stop! Stop!
Car Seat Headrest,Vincent
Dawes,Roll With The Punches
LCD Soundsystem,Us V. Them
Mondo Cozmo,Shine
Rachael Yamagata,Over
Blue Rodeo,Lost Together
Balance and Composure,Call It Losing Touch
Phish,Breath and Burning
James Brown,Super Bad
Red Hot Chili Peppers,Go Robot
Joni Mitchell,Raised On Robbery
Peter Gabriel,Big Time
Band Of Horses,Casual Party
XTC,Making Plans For Nigel
Morrissey,"The More You Ignore Me, The Closer I Get"
De La Soul,Magic Number
Little Richard,Keep A-Knockin'
The English Beat,Mirror In The Bathroom
Kyle Craft,Eye Of A Hurricane
Phil Collins,In The Air Tonight
The Jayhawks,Tailspin
Frank Ocean,Pink + White
The Notting Hillbillies,Your Own Sweet Way
Nathaniel Rateliff & The Night Sweats,I Need Never Get Old
Ryan Bingham,Southside Of Heaven
The Shins,Dead Alive
