Artist,Title
Shirley & Company,"Shame, Shame, Shame"
Sam Phillips,Zero Zero Zero!
The Iguanas,Boom Boom Boom
The Velvet Underground & Nico,Run Run Run
Dave Edmunds,Down Down Down
Johnny Cash,"Cry, Cry, Cry"
Nicole Atkins,Cry Cry Cry
Of Monsters And Men,Love Love Love
The Byrds,Turn! Turn! Turn!
Bon Iver,"33 ""GOD"""
Gorillaz,On Melancholy Hill
Electric Light Orchestra,Can't Get It Out Of My Head
Nick Waterhouse,Katchi
The Cure,Just Like Heaven
Red Hot Chili Peppers,Go Robot
Margo Price,Hands of Time
Margo Price,Hurtin' (On The Bottle)
Big Star,Kizza Me
Counting Crows,Scarecrow
Drive-By Truckers,What It Means
Borns,Electric Love
The Flaming Lips,The Castle
Hiss Golden Messenger,Biloxi
Grateful Dead,Franklin's Tower
John Mayer,Shadow Days
Curtis Mayfield,Get Down
Jim James,Here In Spirit
Parquet Courts,Dust
The Band,King Harvest
Van Morrison,Too Late
Car Seat Headrest,Drunk Drivers/Killer Whales
Hem,Half Acre
Robbie Robertson,Broken Arrow
Carly Simon,You're So Vain
Pet Shop Boys,West End Girls
Gillian Welch,Wayside/back In Time
Kurt Vile,Pretty Pimpin'
Little Feat,Time Loves A Hero
Hurray For The Riff Raff,I Know It's Wrong (But That's Alright)
Booker T. & The MG's,Hip Hug-Her
Blind Melon,No Rain
Hamilton Leithauser + Rostam,A 1000 Times
Fionn Regan,Put A Penny In The Slot
Dawg Yawp,Lost At Sea
Amos Lee,Running Out Of Time
Hall & Oates,I Can't Go For That
The xx,On Hold
The Growlers,I'll Be Around
Nada Surf,Always Love
Milky Chance,Stolen Dance
Milky Chance,Cocoon
The Rolling Stones,Hate To See You Go
Eric Clapton,Gotta Get Over
Sade,Soldier Of Love
Rachael Yamagata,Over
G Love & Special Sauce,"Peace, Love & Happiness"
Phish,Miss You
Hope Sandoval & The Warm Inventions,Let Me Get There (feat. Kurt Vile)
Alabama Shakes,Don't Wanna Fight
The Jam,The Bitterest Pill
Honus Honus,Oh No!
Pete Townshend,Rough Boys
Rag 'N' Bone Man,Human
Bob Weir,Only A River
Emerson Lake & Palmer,From The Beginning
Cake,Never There
Blondie,Hanging On The Telephone
The xx,On Hold
John Hiatt,When We Ran
Mondo Cozmo,Shine
Lotus,Eats The Light
Beck,Wow
The Cranberries,Linger
Joseph,SOS (Overboard)
Josh Ritter,Change Of Time
Brent Cobb,Solving Problems
Sylvan Esso,Radio
Midnight Oil,Power And Passion
Lianne La Havas,What You Don't Do
Digable Planets,Rebirth Of Slick (cool Like Dat)
Frank Ocean,Pink + White
The Blue Nile,Stay
Foxygen,Follow The Leader
Jamie Lidell,Walk Right Back
The Supremes,Love Is Like An Itching In My Heart
Television,Glory
The Raconteurs,Steady As She Goes
The Shins,Dead Alive
Sister Sparrow & The Dirty Birds,Mama Knows
The Wood Brothers,Singin' To Strangers
Todd Rundgren,Sometimes I Don't Know What To Feel
Kyle Craft,Eye Of A Hurricane
Pete Yorn,Lost Weekend
Mumford & Sons,Lover of the Light
The Frightnrs,Nothing More To Say
Desmond Dekker,Israelites
Moby,South Side
Michael Kiwanuka,Love & Hate
The Jimi Hendrix Experience,Wait Until Tomorrow
The Killers,Runaways
Fujiya & Miyagi,Outstripping (The Speed Of Light)
INXS,Original Sin
Karl Denson's Tiny Universe,Because Of Her Beauty
Norah Jones,Flipside
Ray Charles,Hallelujah I Love Her So
Sturgill Simpson,Brace For Impact
Talking Heads,I Zimbra
Maggie Rogers,Alaska
Bob Dylan,If Not For You
Ben Harper & The Innocent Criminals,Steal My Kisses
Leonard Cohen,You Want It Darker
Beach Slang,Spin The Dial
Prince & The Revolution,Pop Life
Nick Waterhouse,Katchi
Sting,I Can't Stop Thinking About You
Lake Street Dive,Close to Me
Cee Lo Green,Forget You
Middle Kids,Your Love
Mudcrutch,Trailer
Neil Young,The Loner
Solange,Cranes In The Sky
Jack Johnson,Breakdown
B-52's,Love Shack
The Pretenders,Holy Commotion
Amanda Shires,When You're Gone
Man Man,Head On
John Mayall,California
Jackson Browne,Here Come Those Tears Again
Boz Scaggs,Some Change
Bonnie Raitt,Gypsy In Me
The Left Banke,Pretty Ballerina
New Order,Bizarre Love Triangle
The Avett Brothers,Ain't No Man
Macy Gray,I Try
Macy Gray,I Try
G Love & Special Sauce,Stepping Stone
Red Hot Chili Peppers,Go Robot
The Rolling Stones,Just Your Fool
The Beatles,Rain
Indigo Girls,Shame On You
Brooks Williams,Only For A Moment
Kaki King,Carmine St.
