Artist,Title
Dawes,Roll With The Punches
Norah Jones,Flipside
Leon Russell,Medley: Jumpin' Jack Flash / Youngblood
Leon Russell,Tight Rope
Leon Russell,A Song For You
Elton John & Leon Russell,If It Wasn't For Bad
Blue Rodeo,Lost Together
Sylvan Esso,Radio
Frank Ocean,Pink + White
Aretha Franklin,Respect
Radiohead,Burn The Witch
Valerie June,Astral Plane
The Beatles,Across The Universe
Dawg Yawp,Lost At Sea
Nik Greeley & The Operators,Stars
case/lang/veirs,Best Kept Secret
Leon Russell,Crystal Closet Queen
Leon Russell,Delta Lady
Chuck Prophet,Bad Year for Rock and Roll
Buckwheat Zydeco,When The Levee Breaks
Amanda Shires,When You're Gone
The Pretenders,Holy Commotion
R. E. M.,Feeling Gravity's Pull
Nathaniel Rateliff & The Night Sweats,I Need Never Get Old
Jim James,Here In Spirit
Ingrid Michaelson,Everybody
Hiss Golden Messenger,Heart Like A Levee
Maggie Rogers,Alaska
Suzanne Vega,Tom's Diner
Van Morrison,Early In The Morning
Joe Cocker,The Letter
Leon Russell,Lady Blue
Hamilton Leithauser + Rostam,A 1000 Times
Joseph,SOS (Overboard)
Michael Kiwanuka,Love & Hate
The Delfonics,Ready Or Not Here I Come (Can't Hide From Love)
The Replacements,Can't Hardly Wait
Back Door Slam,Come Home
Cheap Trick,Surrender
Beach Slang,Spin The Dial
John Lennon,Watching The Wheels
Counting Crows,Omaha
Mondo Cozmo,Shine
Mondo Cozmo,Shine
Wilco,Monday
Eurythmics,Would I Lie To You?
Red Hot Chili Peppers,Go Robot
The Selecter,On My Radio
David Bowie,Drive-in Saturday
Middle Kids,Your Love
Haim,Forever
Parquet Courts,Dust
The xx,On Hold
Lyle Lovett,She Makes Me Feel Good
Steve Miller Band,Going To The Country
Loamlands,Little River
Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave
Amy Correia,The Bike
The Growlers,I'll Be Around
Peter Bjorn And John,Young Folks
The Shins,Dead Alive
Lene Lovich,New Toy
Darlingside,Go Back
Nick Lowe,(I Love The Sound Of) Breaking Glass
Hiss Golden Messenger,Biloxi
Crash Test Dummies,Superman's Song
Richard Thompson,Tear Stained Letter
The Moody Blues,Tuesday Afternoon
Danielia Cotton,It's Only Life
Whitney,No Matter Where We Go
Indigenous,Rest Of My Days
American Dinosaur,Sweepstakes
Hot Tuna,Corners Without Exits
Porno For Pyros,Pets
Freedy Johnston,Bad Reputation
Rag 'N' Bone Man,Human
The Marcus King Band,Ain't Nothing Wrong With That
Wings,Let Em In
Bloodstone,Natural High
The Frightnrs,Nothing More To Say
Cracker,Satisfy You
Jackson Browne,Jamaica Say You Will
Beth Orton,Live As You Dream
Ray Barretto,A Deeper Shade Of Soul
Aaron Lee Tasjan,Little Movies
"10,000 Maniacs",What's The Matter Here
Lenny Kravitz,It Ain't Over Til It's Over
U2,Beautiful Day
Mayer Hawthorne,Someone Like You
Margaret Glaspy,You & I
Yaz,Only You
Joan Armatrading,Down To Zero
Grateful Dead,Scarlet Begonias
Amos Lee,Running Out Of Time
Jonathan Richman,You're Crazy For Taking The Bus
Ryan Adams,Two
Kings Of Leon,Waste A Moment
The Lion's Paw,Love
Five For Fighting,100 Years
The Record Company,Rita Mae Young
Bash & Pop,On The Rocks
Grace Jones,Pull Up To The Bumper
Maria McKee,I'm Gonna Soothe You
The Head And The Heart,Rhythm & Blues
American Music Club,Can You Help Me?
Santana,Samba Pa Ti
Milky Chance,Cocoon
Jessica Lea Mayfield,Our Hearts Are Wrong
Common,A Letter To the Free
Levon Helm,Tennessee Jed
Ani DiFranco,Fuel
Nick Waterhouse,Katchi
Neil Young,Peace Trail
The Ramones,Sheena Is A Punk Rocker
John Hiatt,Slow Turning
Shovels & Rope,I Know
Van Morrison,Days Like This
10cc,Dreadlock Holiday
Red House Painters,Cabezon
