Artist,Title,Air Time
Huey Lewis and the News,Hip To Be Square,2018-12-01 21:07:00
The Fall,Hip Priest,2018-12-01 20:59:00
Bruce Springsteen,Highway Patrolman,2018-12-01 20:54:00
Steve Winwood,Higher Love,2018-12-01 20:48:00
Red Hot Chili Peppers,Higher Ground,2018-12-01 20:44:00
Lou Reed,High In The City,2018-12-01 20:40:00
Elvis Costello,High Fidelity,2018-12-01 20:38:00
World's Famous Supreme Team Show,Hey! DJ,2018-12-01 20:30:00
Neville Brothers,Hey Pocky Way,2018-12-01 20:26:00
Talking Heads,Hey Now,2018-12-01 20:22:00
Steely Dan,Hey Nineteen,2018-12-01 20:17:00
Beastie Boys,Hey Ladies,2018-12-01 20:13:00
"10,000 Maniacs",Hey Jack Kerouac,2018-12-01 20:08:00
Ken Laszlo,Hey Hey Guy,2018-12-01 20:00:00
Rickie Lee Jones,Hey Bub,2018-12-01 19:57:00
The Pixies,Hey,2018-12-01 19:54:00
The Monochrome Set,He's Frank (Slight Return),2018-12-01 19:50:00
The Sneetches,He's Frank,2018-12-01 19:47:00
Alice Cooper,He's Back (The Man Behind The Mask),2018-12-01 19:43:00
Bangles,Hero Takes A Fall,2018-12-01 19:40:00
Whitesnake,Here I Go Again,2018-12-01 19:32:00
Barrington Levy,Here I Come,2018-12-01 19:28:00
UB40,Here I Am (Come And Take Me),2018-12-01 19:23:00
Lyle Lovett & His Large Band,Here I Am,2018-12-01 19:19:00
The Pixies,Here Comes Your Man,2018-12-01 19:15:00
Eurythmics,Here Comes The Rain Again,2018-12-01 19:11:00
The Replacements,Here Comes A Regular,2018-12-01 19:03:00
Psychedelic Furs,Here Come Cowboys,2018-12-01 18:59:00
Aaron Neville,Hercules,2018-12-01 18:55:00
James Taylor,Her Town Too,2018-12-01 18:51:00
Bob Seger & The Silver Bullet Band,Her Strut,2018-12-01 18:46:00
The Three O'Clock,Her Head's Revolving,2018-12-01 18:43:00
Book Of Love,Henna,2018-12-01 18:40:00
U2,Helter Skelter,2018-12-01 18:36:00
The Lyres,Help You Ann,2018-12-01 18:34:00
AC/DC,Hells Bells,2018-12-01 18:29:00
The Mekons,Hello Cruel World,2018-12-01 18:24:00
Neil Diamond,Hello Again,2018-12-01 18:21:00
Lionel Richie,Hello,2018-12-01 18:17:00
Grateful Dead,Hell In A Bucket,2018-12-01 18:10:00
Yello,Heavy Whispers,2018-12-01 18:05:00
Marvin Gaye,Heavy Love Affair,2018-12-01 18:02:00
Spinal Tap,Heavy Duty,2018-12-01 17:57:00
C. Memi,Heavenly Peace (Unga no Suimon Akete),2018-12-01 17:52:00
The Hooters,Heaven Laughs,2018-12-01 17:47:00
The Smiths,Heaven Knows I'm Miserable Now,2018-12-01 17:44:00
Belinda Carlisle,Heaven Is a Place on Earth,2018-12-01 17:40:00
Psychedelic Furs,Heaven,2018-12-01 17:36:00
Bryan Adams,Heaven,2018-12-01 17:32:00
AC/DC,Heatseeker,2018-12-01 17:28:00
Asia,Heat Of The Moment,2018-12-01 17:24:00
Soft Cell,Heat,2018-12-01 17:17:00
Paul Simon,Hearts And Bones,2018-12-01 17:11:00
Neil Diamond,Heartlight,2018-12-01 17:06:00
Psychedelic Furs,Heartbreak Beat,2018-12-01 17:01:00
Bob Mould,Heartbreak A Stranger,2018-12-01 16:55:00
Psychedelic Furs,Heartbeat,2018-12-01 16:48:00
King Crimson,Heartbeat,2018-12-01 16:45:00
Don Johnson,Heartbeat,2018-12-01 16:40:00
Dwight Yoakam,Heartaches By The Number,2018-12-01 16:36:00
Chris Isaak,Heart Shaped World,2018-12-01 16:33:00
Chris Isaak,Heart Full Of Soul,2018-12-01 16:30:00
Tom Waits,Heart Attack and Vine,2018-12-01 16:25:00
Olivia Newton-John,Heart Attack,2018-12-01 16:21:00
T'Pau,Heart and Soul,2018-12-01 16:17:00
Judas Priest,Heading Out To The Highway,2018-12-01 16:13:00
Traveling Wilburys,Heading For The Light,2018-12-01 16:10:00
The Go Gos,Head Over Heels,2018-12-01 16:04:00
Tears For Fears,Head Over Heels,2018-12-01 16:00:00
The Jesus And Mary Chain,Head On,2018-12-01 15:56:00
Nine Inch Nails,Head Like A Hole,2018-12-01 15:51:00
Josie Cotton,He Could Be The One,2018-12-01 15:47:00
Michael Stanley Band,He Can't Love You,2018-12-01 15:43:00
Bangles,Hazy Shade of Winter,2018-12-01 15:41:00
Neil Young,Hawks & Doves,2018-12-01 15:37:00
Van Morrison,Have I Told You Lately,2018-12-01 15:32:00
John Hiatt,Have A Little Faith In Me,2018-12-01 15:28:00
Bonnie Raitt,Have A Heart,2018-12-01 15:23:00
AC/DC,Have A Drink On Me,2018-12-01 15:19:00
Whodini,Haunted House Of Rock,2018-12-01 15:12:00
The Pandoras,Haunted Beach Party,2018-12-01 15:10:00
Big Country,Harvest Home,2018-12-01 15:03:00
The Rolling Stones,Harlem Shuffle,2018-12-01 14:59:00
Husker Du,Hardly Getting Over It,2018-12-01 14:52:00
Chicago,Hard To Say I'm Sorry/Get Away,2018-12-01 14:45:00
Toots Hibbert,Hard to Handle,2018-12-01 14:42:00
The Mekons,Hard To Be Human Again,2018-12-01 14:39:00
R. E. M.,Harborcoat,2018-12-01 14:33:00
Opal,Happy Nightmare Baby,2018-12-01 14:30:00
The Housemartins,Happy Hour,2018-12-01 14:28:00
The Beat Farmers,Happy Boy,2018-12-01 14:27:00
The Birthday Party,Happy Birthday,2018-12-01 14:21:00
Stevie Wonder,Happy Birthday,2018-12-01 14:15:00
The Hooters,Hanging On A Heartbeat,2018-12-01 14:04:00
New Kids On The Block,Hangin' Tough,2018-12-01 14:00:00
Sade,Hang On To Your Love,2018-12-01 13:55:00
The Rolling Stones,Hang Fire,2018-12-01 13:52:00
John Cougar,Hand To Hold On To,2018-12-01 13:48:00
The Smiths,Hand In Glove,2018-12-01 13:45:00
The Dream Syndicate,Halloween,2018-12-01 13:39:00
Siouxsie & The Banshees,Halloween,2018-12-01 13:36:00
Leonard Cohen,Hallelujah,2018-12-01 13:30:00
Happy Mondays,Hallelujah,2018-12-01 13:24:00
Nick Lowe,Half A Boy And Half A Man,2018-12-01 13:19:00
Green On Red,Hair Of The Dog,2018-12-01 13:17:00
Bauhaus,Hair Of The Dog,2018-12-01 13:14:00
Cinderella,Gypsy Road,2018-12-01 13:10:00
Fleetwood Mac,Gypsy,2018-12-01 13:05:00
Tom Waits,Gun Street Girl,2018-12-01 13:00:00
Paul Simon,Gumboots,2018-12-01 12:57:00
Dwight Yoakam,"Guitars, Cadillacs",2018-12-01 12:54:00
Gary Myrick,"Guitar, Talk, Love & Drums",2018-12-01 12:49:00
Steve Earle,Guitar Town,2018-12-01 12:47:00
John Lennon,Grow Old With Me,2018-12-01 12:44:00
Guy,Groove Me,2018-12-01 12:39:00
Billy Bragg,Greetings To The New Brunette,2018-12-01 12:34:00
Emmylou Harris,Green Pastures,2018-12-01 12:31:00
R. E. M.,Green Grow The Rushes,2018-12-01 12:28:00
Husker Du,Green Eyes,2018-12-01 12:25:00
George Harrison,Greece,2018-12-01 12:21:00
Three Times Dope,Greatest Man Alive,2018-12-01 12:15:00
Whitney Houston,Greatest Love Of All,2018-12-01 12:11:00
Green On Red,Gravity Talks,2018-12-01 12:06:00
XTC,Grass,2018-12-01 12:00:00
Paul Simon,Graceland,2018-12-01 11:55:00
Randy Meisner,Gotta Get Away,2018-12-01 11:50:00
Van Morrison,Got To Go Back,2018-12-01 11:45:00
George Harrison,Got My Mind Set On You,2018-12-01 11:41:00
Adam Ant,Goody Two Shoes,2018-12-01 11:37:00
Billy Joel,Goodnight Saigon,2018-12-01 11:31:00
Steve Earle,Goodbye's All We've Got Left,2018-12-01 11:28:00
Yazoo,Goodbye Seventies,2018-12-01 11:19:00
Tanita Tikaram,Good Tradition,2018-12-01 11:16:00
The Woodentops,Good Thing,2018-12-01 11:13:00
Fine Young Cannibals,Good Thing,2018-12-01 11:07:00
Camper Van Beethoven,Good Guys And Bad Guys,2018-12-01 11:04:00
Thompson Twins,Good Gosh,2018-12-01 11:00:00
The Cramps,Goo Goo Muck,2018-12-01 10:57:00
Pete Townshend,Gonna Get Ya,2018-12-01 10:50:00
Violent Femmes,Gone Daddy Gone,2018-12-01 10:46:00
The Stranglers,Golden Brown,2018-12-01 10:43:00
Spandau Ballet,"Gold 12""",2018-12-01 10:34:00
The Jam,Going Underground,2018-12-01 10:31:00
Dead Milkmen,Going To Graceland,2018-12-01 10:29:00
The Rolling Stones,Going To A Go-Go,2018-12-01 10:24:00
Dumptruck,Going Nowhere,2018-12-01 10:21:00
Bangles,Going Down To Liverpool,2018-12-01 10:18:00
Royal Crescent Mob,Goin' To The Hospital,2018-12-01 10:14:00
LL Cool J,Goin' Back To Cali,2018-12-01 10:08:00
Michelle Shocked,God Is A Real Estate Developer,2018-12-01 10:05:00
Joe Jackson,Go For It,2018-12-01 10:00:00
Tones On Tail,Go!,2018-12-01 09:57:00
Bruce Springsteen,Glory Days,2018-12-01 09:53:00
U2,Gloria,2018-12-01 09:48:00
Laura Branigan,Gloria,2018-12-01 09:43:00
Robyn Hitchcock & The Egyptians,Globe Of Frogs,2018-12-01 09:38:00
Steely Dan,Glamour Profession,2018-12-01 09:31:00
Shannon,Give Me Tonight,2018-12-01 09:25:00
George Benson,Give Me The Night,2018-12-01 09:19:00
B-52's,Give Me Back My Man,2018-12-01 09:15:00
Rick James,Give It To Me Baby,2018-12-01 09:09:00
Missing Persons,Give,2018-12-01 09:03:00
Marshall Crenshaw,Girls...,2018-12-01 09:00:00
Motley Crue,"Girls, Girls, Girls",2018-12-01 08:56:00
Duran Duran,Girls On Film,2018-12-01 08:52:00
Cyndi Lauper,Girls Just Want To Have Fun,2018-12-01 08:47:00
Prince,Girls & Boys,2018-12-01 08:42:00
Dwight Twilley,Girls,2018-12-01 08:39:00
Talking Heads,Girlfriend Is Better,2018-12-01 08:31:00
Devo,Girl U Want,2018-12-01 08:28:00
Milli Vanilli,Girl I'm Gonna Miss You,2018-12-01 08:24:00
Journey,Girl Can't Help It,2018-12-01 08:21:00
The Smiths,Girl Afraid,2018-12-01 08:17:00
ZZ Top,Gimme All Your Lovin',2018-12-01 08:13:00
The Pixies,Gigantic,2018-12-01 08:10:00
The Mekons,Ghosts Of American Astronauts,2018-12-01 08:05:00
Japan,Ghosts,2018-12-01 08:00:00
Ray Parker Jr.,Ghostbusters,2018-12-01 07:56:00
The Specials,Ghost Town,2018-12-01 07:50:00
De La Soul,Ghetto Thang,2018-12-01 07:46:00
Rick James,Ghetto Life,2018-12-01 07:41:00
The Wedding Present,Getting Nowhere Fast,2018-12-01 07:40:00
Elvis Costello,Getting Mighty Crowded,2018-12-01 07:36:00
The English Beat,Get-A-Job,2018-12-01 07:33:00
Graham Parker,"Get Started, Start A Fire",2018-12-01 07:28:00
Ry Cooder,Get Rhythm,2018-12-01 07:24:00
Guadalcanal Diary,Get Over It,2018-12-01 07:21:00
Billy Ocean,"Get Outta My Dreams, Get Into My Car",2018-12-01 07:16:00
Royal Crescent Mob,Get On The Bus,2018-12-01 07:13:00
The Power Station,Get It On,2018-12-01 07:07:00
Shriekback,Get Down Tonight,2018-12-01 07:04:00
Kool & The Gang,Get Down On It,2018-12-01 07:00:00
Neil Young & Crazy Horse,Get Back On It,2018-12-01 06:57:00
Tom Tom Club,Genius Of Love,2018-12-01 06:51:00
Dave Edmunds,Generation Rumble,2018-12-01 06:47:00
XTC,Generals & Majors,2018-12-01 06:43:00
General Public,General Public,2018-12-01 06:37:00
Stray Cats,Gene And Eddie,2018-12-01 06:34:00
Devo,Gates Of Steel,2018-12-01 06:30:00
R. E. M.,Gardening At Night,2018-12-01 06:25:00
The Cramps,Garbageman,2018-12-01 06:22:00
Peter Gabriel,Games Without Frontiers,2018-12-01 06:18:00
The Alan Parsons Project,Games People Play,2018-12-01 06:13:00
Husker Du,Games,2018-12-01 06:07:00
Sparks,Funny Face,2018-12-01 06:04:00
"Lipps, Inc.",Funkytown,2018-12-01 06:00:00
Pseudo Echo,Funky Town,2018-12-01 05:56:00
Tom Browne,Funkin' For Jamaica (NY),2018-12-01 05:51:00
The Jam,Funeral Pyre,2018-12-01 05:47:00
Wendy & Lisa,Fruit At The Bottom,2018-12-01 05:43:00
Laurie Anderson,From The Air,2018-12-01 05:38:00
Dave Edmunds,"From Small Things, Big Things Come",2018-12-01 05:35:00
Nick Cave & The Bad Seeds,From Her To Eternity,2018-12-01 05:29:00
Three Times Dope,From Da Giddy Up,2018-12-01 05:25:00
Elvis Costello,From A Whisper To A Scream,2018-12-01 05:22:00
The Blue Nile,From A Late Night Train,2018-12-01 05:19:00
Nanci Griffith,From A Distance,2018-12-01 05:14:00
Whodini,Friends,2018-12-01 05:10:00
Game Theory,Friend Of The Family,2018-12-01 05:03:00
The Specials,"Friday Night, Saturday Morning",2018-12-01 05:00:00
Deborah Harry,French Kissin' In The USA,2018-12-01 04:54:00
The J. Geils Band,Freeze Frame,2018-12-01 04:50:00
Rush,Freewill,2018-12-01 04:45:00
Aretha Franklin,Freeway Of Love,2018-12-01 04:39:00
Steve Winwood,Freedom Overspill,2018-12-01 04:33:00
Devo,Freedom Of Choice,2018-12-01 04:29:00
Wham!,Freedom,2018-12-01 04:25:00
The Untouchables,Free Yourself,2018-12-01 04:20:00
Special AKA,Free Nelson Mandela,2018-12-01 04:16:00
Tom Petty,Free Falling,2018-12-01 04:11:00
Fishbone,Freddie's Dead,2018-12-01 04:07:00
Whodini,Freaks Come Out At Night,2018-12-01 04:03:00
Dinosaur Jr,Freak Scene,2018-12-01 04:00:00
Midnight Star,Freak-A-Zoid,2018-12-01 03:51:00
Tom Waits,Frank's Wild Years,2018-12-01 03:49:00
King Crimson,Frame By Frame,2018-12-01 03:44:00
Any Trouble,Foundations,2018-12-01 03:39:00
Paula Abdul,Forever Your Girl,2018-12-01 03:35:00
Rod Stewart,Forever Young,2018-12-01 03:31:00
Alphaville,Forever Young,2018-12-01 03:27:00
Psychedelic Furs,Forever Now,2018-12-01 03:22:00
Metallica,For Whom The Bell Tolls,2018-12-01 03:16:00
Fad Gadget,For Whom The Bell Tolls,2018-12-01 03:11:00
AC/DC,For Those About To Rock (We Salute You),2018-12-01 03:05:00
Jackson Browne,For America,2018-12-01 03:00:00
Jackson Browne,For A Rocker,2018-12-01 02:55:00
Kenny Loggins,Footloose,2018-12-01 02:52:00
The Stone Roses,Fool's Gold,2018-12-01 02:41:00
Def Leppard,Foolin',2018-12-01 02:37:00
The Village People,Food Fight,2018-12-01 02:34:00
Eric B & Rakim,Follow The Leader,2018-12-01 02:28:00
Beat Happening,Foggy Eyes,2018-12-01 02:25:00
Ozzy Osbourne,Flying High Again,2018-12-01 02:21:00
Rickie Lee Jones,Flying Cowboys,2018-12-01 02:16:00
Phish,Fluffhead,2018-12-01 02:12:00
The Clean,Flowers,2018-12-01 02:08:00
Soundgarden,Flower,2018-12-01 02:05:00
Julee Cruise,Floating,2018-12-01 02:00:00
Husker Du,Flip Your Wig,2018-12-01 01:57:00
Billy Idol,Flesh For Fantasy,2018-12-01 01:52:00
Irene Cara,Flashdance... What A Feeling,2018-12-01 01:46:00
Bill Nelson,Flaming Desire,2018-12-01 01:41:00
Elvis Costello,Five Gears In Reverse,2018-12-01 01:39:00
Stray Cats,Fishnet Stockings,2018-12-01 01:36:00
The Waterboys,Fisherman's Blues,2018-12-01 01:31:00
Barnes & Barnes,Fish Heads,2018-12-01 01:29:00
Leonard Cohen,First We Take Manhattan,2018-12-01 01:23:00
R. E. M.,Fireplace,2018-12-01 01:20:00
Neville Brothers,Fire On The Bayou,2018-12-01 01:15:00
Royal Crescent Mob,Fire,2018-12-01 01:09:00
Red Hot Chili Peppers,Fire,2018-12-01 01:07:00
R. E. M.,Finest Worksong,2018-12-01 01:03:00
Tom Petty & The Heartbreakers,Finding Out,2018-12-01 01:00:00
Public Enemy,Fight The Power,2018-12-01 00:55:00
The Cramps,Fever,2018-12-01 00:51:00
Neville Brothers,Fever,2018-12-01 00:46:00
The Gories,Feral,2018-12-01 00:44:00
Jonathan Richman,Fender Stratocaster,2018-12-01 00:41:00
Fiction Factory,Feels Like Heaven,2018-12-01 00:35:00
R. E. M.,Feeling Gravity's Pull,2018-12-01 00:30:00
The Jungle Brothers,Feelin' Alright,2018-12-01 00:27:00
The Samples,Feel Us Shaking,2018-12-01 00:22:00
Spacemen 3,Feel So Good,2018-12-01 00:17:00
My Bloody Valentine,Feed Me Your Kiss,2018-12-01 00:13:00
Adam & The Ants,Feed Me To The Lions,2018-12-01 00:10:00
The Raisins,Fear Is Never Boring,2018-12-01 00:06:00
Haircut One Hundred,Favourite Shirts (Boy Meets Girl),2018-12-01 00:02:00
The Replacements,Favorite Thing,2018-12-01 00:00:00
