Artist,Title,Air Time
Sharon Jones And The Dap-Kings,This Land Is Your Land,2020-12-10 08:56:00
Eric Clapton,Blues Power,2020-12-10 08:54:00
Sly & The Family Stone,Everybody Is A Star,2020-12-10 08:50:00
Bob Marley & The Wailers,Positive Vibration,2020-12-10 08:45:00
Shawn Colvin,I Don't Know Why,2020-12-10 08:41:00
Curtis Mayfield,Superfly,2020-12-10 08:34:00
Marvin Gaye & Kim Weston,It Takes Two,2020-12-10 08:31:00
Aretha Franklin,Call Me,2020-12-10 08:28:00
Smith,Baby It's You,2020-12-10 08:24:00
Adele,Rumor Has It,2020-12-10 08:19:00
The Drifters,Under The Boardwalk,2020-12-10 08:16:00
Peter Frampton,Show Me the Way,2020-12-10 08:11:00
AC/DC,T.N.T.,2020-12-10 08:05:00
Booker T. & The MG's,Time Is Tight,2020-12-10 08:02:00
Arlo Parks,Black Dog,2020-12-10 07:57:00
Parquet Courts,Wide Awake,2020-12-10 07:51:00
Sylvan Esso,Ferris Wheel,2020-12-10 07:48:00
Rick Astley,Never Gonna Give You Up,2020-12-10 07:43:00
Cheap Trick,Come On Christmas,2020-12-10 07:41:00
Waxahatchee,Silver,2020-12-10 07:37:00
Nightmares on Wax,Typical (feat. Jordan Rakei),2020-12-10 07:33:00
Three Dog Night,One,2020-12-10 07:30:00
Arlo Guthrie,The Motorcycle Song,2020-12-10 07:27:00
Fanfarlo,The Walls Are Coming Down,2020-12-10 07:23:00
Dionne Warwick,Walk On By,2020-12-10 07:15:00
Z,Eight,2020-12-10 07:11:00
She & Him,King Of The Road,2020-12-10 07:07:00
Sturgill Simpson,I Don't Mind,2020-12-10 07:03:00
The Avalanches,Frontier Psychiatrist,2020-12-10 06:57:00
NilÃÂ¼fer Yanya,Crash,2020-12-10 06:53:00
Pete Townshend,Gonna Get Ya,2020-12-10 06:44:00
Jade Bird,Headstart,2020-12-10 06:41:00
Margo Price,Letting Me Down,2020-12-10 06:36:00
Bright Eyes,Soul Singer In A Session Band,2020-12-10 06:32:00
The Spinners,It's A Shame,2020-12-10 06:29:00
Citizen Cope,Hurricane Waters,2020-12-10 06:25:00
Alex The Astronaut,I Think You're Great,2020-12-10 06:21:00
David Bowie,Friday On My Mind,2020-12-10 06:15:00
The Weather Station,Robber,2020-12-10 06:09:00
Lizzo,Juice,2020-12-10 06:05:00
Gorillaz,The Valley of the Pagans (feat. Beck),2020-12-10 06:02:00
Josh Ritter,Right Moves,2020-12-10 05:56:00
The Stone Roses,Fool's Gold,2020-12-10 05:46:00
Three Dog Night,One Man Band,2020-12-10 05:43:00
The Dustbowl Revival,Beside You,2020-12-10 05:37:00
Blu DeTiger,Figure it Out,2020-12-10 05:33:00
Dale Hawkins,Susie-Q,2020-12-10 05:31:00
Deep Sea Diver,Impossible Weight (feat. Sharon Van Etten),2020-12-10 05:28:00
Chris Stapleton,Cold,2020-12-10 05:21:00
Courtney Barnett,History Eraser,2020-12-10 05:18:00
Cage The Elephant,Ready To Let Go,2020-12-10 05:15:00
Bakar,1st Time,2020-12-10 05:12:00
Dawes,Who Do You Think You're Talking To?,2020-12-10 05:08:00
Emeli Sande,Next to Me,2020-12-10 05:05:00
Yes,We Have Heaven,2020-12-10 05:02:00
Phil Collins,I Don't Care Anymore,2020-12-10 04:55:00
Margo Price,That's How Rumors Get Started,2020-12-10 04:51:00
Fontaines D.C.,Televised Mind,2020-12-10 04:47:00
Greg Brown,Blues Go Walking,2020-12-10 04:44:00
Kississippi,Around Your Room,2020-12-10 04:41:00
Low Cut Connie,Help Me,2020-12-10 04:37:00
Tracy Thorn,Falling Off A Log,2020-12-10 04:34:00
Phoenix,Identical,2020-12-10 04:31:00
New York City,I'm Doin' Fine Now,2020-12-10 04:28:00
Carl Perkins,Blue Suede Shoes,2020-12-10 04:26:00
Yes,Starship Trooper,2020-12-10 04:16:00
The Cadillac Three,Tobasco & Sweet Tea,2020-12-10 04:12:00
Ray Lamontagne,Strong Enough,2020-12-10 04:09:00
Sierra Ferrell,Why'd Ya Do It,2020-12-10 04:05:00
Richard Thompson,"Easy There, Steady Now",2020-12-10 04:01:00
Fleetwood Mac,Say You Love Me,2020-12-10 03:56:00
Kaiser Chiefs,Never Miss A Beat,2020-12-10 03:53:00
The Shins,The Great Divide,2020-12-10 03:49:00
Arlo Parks,Hurt,2020-12-10 03:46:00
The Lumineers,Stubborn Love,2020-12-10 03:42:00
Vita and the Woolf,Home,2020-12-10 03:38:00
S.G. Goodman,Old Time Feeling,2020-12-10 03:34:00
Screamin' Jay Hawkins,I Put A Spell On You,2020-12-10 03:32:00
Marshall Crenshaw,Rockin' Around In NYC,2020-12-10 03:29:00
The Kinks,Destroyer,2020-12-10 03:25:00
Jason Isbell & The 400 Unit,Dreamsicle,2020-12-10 03:22:00
k. d. lang,Constant Craving,2020-12-10 03:17:00
Death Cab For Cutie,Gold Rush,2020-12-10 03:14:00
Devon Gilfillian,Inner City Blues,2020-12-10 03:08:00
Janelle Monae,Turntables,2020-12-10 03:06:00
The Beatles,Please Please Me,2020-12-10 03:04:00
Spoon,Hot Thoughts,2020-12-10 03:00:00
Delicate Steve,Cartoon Rock,2020-12-10 02:59:00
Fleet Foxes,The Cascades,2020-12-10 02:58:00
The Allman Brothers,Little Martha,2020-12-10 00:57:00
